,ecg_mean,ecg_std,ecg_max,ecg_min,ecg_amplitude_range,ecg_snr,baseline_wander,spectral_entropy,ecg_peak_count,rr_mean,rr_std,rr_cv,hrv_sdnn,hrv_rmssd,pleth_mean,pleth_std,pleth_bpm,pleth_sdnn,pleth_peak_count,hr_difference,ecg_pleth_corr,record,pleth_missing
0,-0.00399506015591536,0.17694305991244347,3.0800215882806476,-0.76,3.8400215882806474,1.0005097762280788,0.0423437809285411,3.0510282910322695,658.0,0.5468006088280061,0.142889164611611,0.26131859091721715,142.9980325623466,187.96730385115697,0.49590538048160243,0.11501097601621077,118.2282793867121,95.38574395486302,655.0,8.499067254703007,-0.07885035658493252,003c13_0115,
1,-0.003852639797250535,0.1875597589350271,1.0949854898074745,-0.8299999999999998,1.9249854898074743,1.0004219271589396,0.04374898312025294,2.9874880124980665,656.0,0.5478229007633587,0.16267366976352893,0.29694572741820907,162.79799050751592,204.25588077655019,0.49311704839854786,0.13081094037310767,130.98333814889725,125.4014513679579,716.0,21.458891623581195,-0.08318399205514254,003c13_0126,
2,,,,,,,,,14.0,0.6587692307692308,0.16873381579196264,0.25613493756369854,175.62372364715512,187.16124955057694,,,,,,,,004bad_0015,
3,-0.011856773907303907,0.5090358046287048,7.150030756792858,-5.485,12.635030756792858,1.0005425458118513,0.474469183985291,2.537036568681448,498.0,0.7214004024144868,0.014868526433674844,0.020610643387376438,14.883507320531567,9.578201056767965,0.44677203135537097,0.1463461126059001,83.32313154189875,8.767140482544098,427.0,0.15156718016099546,-0.0041101503587522405,004bad_1115,
4,-0.0004829722827779523,0.17492726279197465,1.0350140143257551,-1.21,2.245014014325755,1.0000076230613442,0.14407763043706806,3.571050216331355,554.0,0.6490126582278481,0.13446991174035267,0.20719150857169333,134.59165908239433,144.88216101270075,0.4495937367579273,0.14342514820345104,86.68260829577852,86.10208817555478,524.0,5.765511535708441,-0.06562302192559848,004bad_1426,
5,0.04779599705216092,0.48119125873300767,8.815004599816007,-9.33,18.145004599816005,1.009866147241694,0.4101799779661832,2.5896952432355884,492.0,0.7311853360488798,0.08158663550180373,0.11158133441607977,81.66984473862884,78.17928114276826,0.47888017982819775,0.10800081679518851,83.51687076028543,48.638971610895375,516.0,1.4583323270297086,0.08661068053998841,004bad_2348,
6,-0.007733554929035962,0.065460242082108,0.7832387873543967,-0.5612000897920143,1.3444388771464109,1.0139573553275092,0.009672956282057903,3.4279766201885065,459.0,0.7831528384279477,0.40549640530961256,0.5177742905504638,405.9398132117004,483.197482857501,4.002255668064292,0.5654735745189879,106.26423690205013,25.66394720464824,642.0,29.65083903651947,-0.16751682961688572,004f0c_2475,
7,-0.005708431410818428,0.16823730490887193,3.3939936156441135,-3.359880537580886,6.7538741532249995,1.0011513012318694,0.08304988582971859,3.2947448877144123,388.0,0.9249819121447029,0.6745555468005145,0.7292635001223549,675.4287582299133,782.5840020133646,4.011002284900647,0.9272329928789794,188.22577574719207,173.2650816985672,1010.0,123.35964246153526,-0.015325389471174893,004f0c_2533,
8,-0.003890338265031038,0.6528248763549284,6.863745297147833,-4.755560760889722,11.619306058037555,1.000035512507582,0.4945491836987541,1.7955331510276213,505.0,0.7128888888888889,0.2911857047288688,0.4084587503989743,291.47501002102223,341.11416091295285,3.9958082741652015,1.2341102880854002,91.46029907688116,23.46580109303232,553.0,7.295710548202848,-0.02969033858891053,004f0c_3642,
9,0.011890858055021977,0.8164660998806311,9.84296489686213,-5.50464088074254,15.34760577760467,1.0002121045939996,0.6416175446913202,1.7879289799598435,496.0,0.7247676767676767,0.2831465776055824,0.3906721928720127,283.4330183238548,353.2790068489238,3.997083934150848,1.238629910347371,92.08603758197697,22.52973598197967,566.0,9.300888735951759,-0.019444322016379578,004f0c_3644,
